MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
13037154,S,8/30/2013 0:00,RESI,1212 De Noailles Dr,Unincorporated,Unincorporated,168,83,363000,4,3 (2 1),2278,0.33,39,MCFE01,3,2,1,-,1212 DE NOAILLES DR,,UNINCORPORATD,MO,,-,
13043259,S,9/17/2013 0:00,RESI,12400 Clayton Rd,Town And Country,Town and Country,168,146,394400,3,2 (2 0),2294,0.95,68,RMXR04,2,2,0,-,12400 CLAYTON RD,,TWN AND CNTRY,MO,63131,-,2307
13038883,S,8/16/2013 0:00,RESI,1611 Kriste Ct,Town And Country,Town and Country,168,38,400000,4,3 (3 0),2030,1.04,43,MCFE01,3,3,0,-,1611 KRISTE CT,,TWN AND CNTRY,MO,63131,-,1306
13036387,S,9/12/2013 0:00,RESI,13606 Peacock Farm Rd,Town And Country,Town and Country,168,32,447000,4,4 (3 1),2520,0.58,49,CBG 11,4,3,1,-,13606 PEACOCK FARM RD,,TWN AND CNTRY,MO,,-,
13038205,S,9/3/2013 0:00,RESI,12411 Cedar Moor Dr,Town And Country,Town and Country,168,213,454000,5,5 (4 1),3928,1.01,34,CBG 32,5,4,1,-,12411 CEDAR MOOR DR,,TWN AND CNTRY,MO,,-,
13011556,S,8/19/2013 0:00,RESI,24 Chapel Hill,Town And Country,Town and Country,168,55,480000,3,3 (2 1),2712,1,59,DIEL01,3,2,1,-,24 CHAPEL HL,,TWN AND CNTRY,MO,,-,
13028887,S,9/17/2013 0:00,RESI,1501 Topping  Rd,Town And Country,Town and Country,168,317,510000,4,3 (2 1),2700,0.99,56,CBG 11,3,2,1,-,1501 TOPPING RD,,TWN AND CNTRY,MO,63131,-,1430
13033356,S,8/30/2013 0:00,RESI,12425 Cedar Moor Dr,Town And Country,Town and Country,168,42,535000,3,5 (3 2),2729,1,41,CBG 49,5,3,2,-,12425 CEDAR MOOR DR,,TWN AND CNTRY,MO,63131,-,3012
13022599,S,8/28/2013 0:00,RESI,1 Williamsburg Estates Dr,Town And Country,Town and Country,168,121,545000,3,2 (2 0),2709,1.1,56,SLEC16,2,2,0,-,1 WILLIAMSBURG ESTATES DR,,TWN AND CNTRY,MO,63131,-,1019
13040176,S,8/29/2013 0:00,RESI,12905 Fiddle Creek Lane,Town And Country,Town and Country,168,65,608000,4,4 (3 1),4000,1,39,CBG 11,4,3,1,-,12905 FIDDLE CREEK LN,,TWN AND CNTRY,MO,63131,-,1721
13027124,S,7/1/2013 0:00,RESI,13215 Hawkshead Ct,Town And Country,Town and Country,168,46,615000,5,5 (3 2),3520,0.87,31,CBPR01,5,3,2,-,13215 HAWKSHEAD CT,,TWN AND CNTRY,MO,63131,-,1050
13021898,S,9/30/2013 0:00,RESI,11 Country Aire,Town And Country,Town and Country,168,162,650000,4,5 (4 1),2646,1.16,62,MCAR03,5,4,1,-,11 COUNTRY AIRE,,TWN AND CNTRY,MO,,-,
13033345,S,7/24/2013 0:00,RESI,13206 Thornfield Lane,Town And Country,Town and Country,168,35,665000,4,5 (4 1),3837,0.79,25,COHN01,5,4,1,-,13206 THORNFIELD LN,,TWN AND CNTRY,MO,63131,-,1033
13044907,S,9/30/2013 0:00,RESI,1962 Muir Woods,Town And Country,Town and Country,168,127,735000,4,5 (4 1),4017,1.53,43,MCAR03,5,4,1,-,1962 MUIR WOODS,,TWN AND CNTRY,MO,,-,
13019501,S,9/12/2013 0:00,RESI,12583 Durrow Ct,Town And Country,Town and Country,168,273,750000,5,6 (4 2),4788,1,33,DIEL01,6,4,2,-,12583 DURROW CT,,TWN AND CNTRY,MO,,-,
13033716,S,8/16/2013 0:00,RESI,13204 Clayton Rd,Town And Country,Town and Country,168,32,787000,4,5 (4 1),3627,0.97,19,DIEL01,5,4,1,-,13204 CLAYTON RD,,TWN AND CNTRY,MO,,-,
13052919,S,9/27/2013 0:00,RESI,909 Town And Country Estates Ct,Town And Country,Town and Country,168,0,800000,4,4 (3 1),4651,1.17,31,CBG 11,4,3,1,-,909 TOWN AND COUNTRY ESTATES CT,,TWN AND CNTRY,MO,,-,
12029906,S,7/8/2013 0:00,RESI,13039 Starbuck Rd,Town And Country,Town and Country,168,323,862000,4,5 (3 2),3494,1.13,39,MANN01,5,3,2,-,13039 STARBUCK RD,,TWN AND CNTRY,MO,,-,
13011263,S,9/27/2013 0:00,RESI,9 Fordyce Manor,Town And Country,Town and Country,168,162,920000,5,5 (4 1),4676,1,52,MANN01,5,4,1,-,9 FORDYCE MNR,,TWN AND CNTRY,MO,,-,
13019883,S,7/16/2013 0:00,RESI,12817 Dubon,Town And Country,Town and Country,168,80,1150000,4,6 (5 1),4589,1.45,30,MANN01,6,5,1,-,12817 DUBON,,TWN AND CNTRY,MO,,-,
12063496,S,7/29/2013 0:00,RESI,13308 Buckland Hall Rd,Town And Country,Town and Country,168,243,1375000,4,6 (4 2),5243,1.84,26,PRUA05,6,4,2,-,13308 BUCKLAND HALL RD,,TWN AND CNTRY,MO,63131,-,1214
12069684,S,7/10/2013 0:00,RESI,2718 Covington Place,Town And Country,Town and Country,168,124,1383875,5,6 (5 1),5923,1.01,27,DIEL01,6,5,1,-,2718 COVINGTON PL,,TWN AND CNTRY,MO,,-,
13018546,S,9/11/2013 0:00,RESI,3 Serendipity,Town And Country,Town and Country,168,132,1800000,4,7 (5 2),7947,1.9,29,CBG 11,7,5,2,-,3 SERENDIPITY,,TWN AND CNTRY,MO,,-,
13016835,S,7/1/2013 0:00,RESI,549 Treetop Village Dr,Unincorporated,Unincorporated,169,65,207000,4,2 (2 0),1724,0.18,39,CBG 03,2,2,0,-,549 TREETOP VILLAGE DR,,UNINCORPORATD,MO,63021,-,7435
13033619,S,7/26/2013 0:00,RESI,412 Arbor Spring Dr,Unincorporated,Unincorporated,169,16,250000,4,3 (2 1),2075,0.18,25,RMXR04,3,2,1,-,412 ARBOR SPRING DR,,UNINCORPORATD,MO,63021,-,7490
13034598,S,8/15/2013 0:00,RESI,1448 Cedar Bluff,Unincorporated,Unincorporated,169,9,264900,4,4 (3 1),2541,0.17,34,KWRC01,4,3,1,-,1448 CEDAR BLF,,UNINCORPORATD,MO,,-,
13024520,S,7/8/2013 0:00,RESI,607 Glyn Cagny,Unincorporated,Unincorporated,169,31,510000,5,5 (3 2),3530,0.57,13,BKLY01,5,3,2,-,607 GLYN CAGNY,,UNINCORPORATD,MO,,-,
13001948,S,8/19/2013 0:00,RESI,1939 Windmoor Place,Town And Country,Town and Country,196,220,520000,5,6 (5 1),4758,1.02,40,CBG 04,6,5,1,-,1939 WINDMOOR PL,,TWN AND CNTRY,MO,,-,
13022233,S,7/12/2013 0:00,RESI,1924 Windmoor Place,Town And Country,Town and Country,196,20,589000,4,4 (2 2),3052,1,40,CBG 11,4,2,2,-,1924 WINDMOOR PL,,TWN AND CNTRY,MO,,-,
13010671,S,7/23/2013 0:00,RESI,12527 Ridgemoor Lake,Town And Country,Town and Country,196,89,590000,5,5 (4 1),3778,1.18,38,REGO01,5,4,1,-,12527 RIDGEMOOR LK,,TWN AND CNTRY,MO,,-,
13035089,S,8/30/2013 0:00,RESI,8011 Wynwood Dr,Unincorporated,Unincorporated,271,28,114000,2,2 (2 0),1051,0.15,92,AFFT01,2,2,0,-,8011 WYNWOOD DR,,UNINCORPORATD,MO,63123,-,3522
13000907,S,7/19/2013 0:00,RESI,8225 Mackenzie,Unincorporated,Unincorporated,271,177,121000,3,2 (2 0),1342,0.2,62,PRUA02,2,2,0,-,8225 MACKENZIE,,UNINCORPORATD,MO,,-,
13035237,S,8/26/2013 0:00,RESI,9711 Tesson Ferry Rd,Unincorporated,Unincorporated,271,13,125000,3,2 (2 0),1178,0.36,80,CBG 03,2,2,0,-,9711 TESSON FERRY RD,,UNINCORPORATD,MO,63123,-,5321
13037969,S,9/20/2013 0:00,RESI,7709 Cheshire Lane,Unincorporated,Unincorporated,271,49,147500,2,2 (2 0),1090,0.19,63,CBG 25,2,2,0,-,7709 CHESHIRE LN,,UNINCORPORATD,MO,63123,-,1216
13012392,S,8/30/2013 0:00,RESI,8823 Kammerer Ave,Unincorporated,Baylis,286,173,120000,2,1 (1 0),1140,0.27,69,JCBS01,1,1,0,-,8823 KAMMERER AVE,,BAYLIS,MO,63123,-,6712
13027702,S,7/23/2013 0:00,RESI,4476 Cayuga Dr,Unincorporated,Unincorporated,286,73,121000,3,2 (1 1),1030,0.19,62,PREM01,2,1,1,-,4476 CAYUGA DR,,UNINCORPORATD,MO,63123,-,6654
13030597,S,7/19/2013 0:00,RESI,9706 Grantview Dr,Unincorporated,Unincorporated,316,20,163000,3,3 (2 1),1361,0.18,57,SLEC04,3,2,1,-,9706 GRANTVIEW DR,,UNINCORPORATD,MO,63123,-,3927
13034811,S,8/27/2013 0:00,RESI,9835 Knollshire Dr,Unincorporated,Unincorporated,316,18,174500,2,2 (1 1),1450,0.19,62,MCAR01,2,1,1,-,9835 KNOLLSHIRE DR,,UNINCORPORATD,MO,63123,-,3941
13038986,S,8/30/2013 0:00,RESI,4622 Bridlewood  Terr,Unincorporated,Unincorporated,316,22,202400,3,3 (2 1),1645,0.23,55,CBG 32,3,2,1,-,4622 BRIDLEWOOD TER,,UNINCORPORATD,MO,,-,
13048965,S,9/13/2013 0:00,RESI,4332 Bellewood Dr,Unincorporated,Unincorporated,331,0,51000,2,1 (1 0),1339,0.41,70,MADA01,1,1,0,-,4332 BELLEWOOD DR,,UNINCORPORATD,MO,,-,
13019682,S,8/19/2013 0:00,RESI,631 Beatrice Ave,Unincorporated,Unincorporated,331,23,80000,2,1 (1 0),1053,0.22,75,ALXD01,1,1,0,-,631 BEATRICE AVE,,UNINCORPORATD,MO,,-,
13032205,S,7/31/2013 0:00,RESI,5449 Crestside Lane,Unincorporated,Unincorporated,331,14,134900,3,3 (2 1),1152,0.21,48,CBG 25,3,2,1,-,5449 CRESTSIDE LN,,UNINCORPORATD,MO,,-,
13029625,S,8/23/2013 0:00,RESI,5632 Kerth Rd,Unincorporated,Unincorporated,331,91,503500,5,5 (4 1),3509,0.6,13,CBG 25,5,4,1,-,5632 KERTH RD,,UNINCORPORATD,MO,,-,
13016655,S,9/6/2013 0:00,RESI,3520 Queens Hill Dr,Unincorporated,Unincorporated,332,384,190000,5,3 (2 1),2446,0.3,43,CBG 29,3,2,1,-,3520 QUEENS HILL DR,,UNINCORPORATD,MO,,-,
13030600,S,8/13/2013 0:00,RESI,7250 Christopher Dr,Unincorporated,Unincorporated,332,17,550000,3,3 (3 0),2858,1.91,44,MANN01,3,3,0,-,7250 CHRISTOPHER DR,,UNINCORPORATD,MO,,-,
13035481,S,7/31/2013 0:00,RESI,18500 Dogwood Acres (5.87 Ac) Lane,Wildwood,Chesterfield,347,15,380000,4,2 (2 0),2378,5.86,42,SHAW,2,2,0,-,18500 DOGWOOD ACRES (5 87 AC) LN,,CHESTERFIELD,MO,,-,
13016828,S,7/17/2013 0:00,RESI,1018 Kiefer Ridge   Dr,Unincorporated,Unincorporated,348,50,515000,4,5 (4 1),3962,0.67,17,CBG 03,5,4,1,-,1018 KIEFER RIDGE DR,,UNINCORPORATD,MO,63021,-,8226
13042804,S,12/6/2013 0:00,RESI,10147 Imperial Dr,Unincorporated,Unincorporated,31,111,4500,2,1 (1 0),1023,0.34,78,CLBP01,1,1,0,-,10147 IMPERIAL DR,,UNINCORPORATD,MO,,-,
13058233,S,11/21/2013 0:00,RESI,6333 Coventry,Unincorporated,Unincorporated,47,12,40000,3,2 (2 0),1060,0.21,40,KWRW01,2,2,0,-,6333 COVENTRY,,UNINCORPORATD,MO,,-,
13053675,S,11/15/2013 0:00,RESI,3876 Fleur Du Bois Dr,Unincorporated,St Louis,47,8,257500,3,3 (2 1),2960,3.37,39,CBG 11,3,2,1,-,3876 FLEUR DU BOIS DR,,ST LOUIS,MO,63034,-,1510
13057662,S,12/13/2013 0:00,RESI,2301 Gold Finch Dr,Florissant,Hazelwood,48,54,89000,3,2 (2 0),1197,0.19,37,RMXS01,2,2,0,-,2301 GOLD FINCH DR,,HAZELWOOD,MO,63031,-,5531
13027210,S,12/30/2013 0:00,RESI,1921 Timberwood Crossing Dr,Hazelwood,Hazelwood,48,192,148000,3,2 (2 0),1518,0.23,17,RMXR01,2,2,0,-,1921 TIMBERWOOD CROSSING DR,,HAZELWOOD,MO,63031,-,7500
13041379,S,12/12/2013 0:00,RESI,57 Meditation Way,Hazelwood,Hazelwood,48,103,210000,3,3 (2 1),2536,0.24,29,CBG 12,3,2,1,-,57 MEDITATION WAY,,HAZELWOOD,MO,,-,
13031023,S,12/2/2013 0:00,RESI,109 Fleurie,Hazelwood,Hazelwood,48,119,232500,4,3 (2 1),3114,0.26,26,CBG 12,3,2,1,-,109 FLEURIE,,HAZELWOOD,MO,,-,
13010864,S,10/11/2013 0:00,RESI,116 Riverwood Estates,Hazelwood,Hazelwood,48,106,243000,4,3 (3 0),2701,0.26,32,CBG 15,3,3,0,-,116 RIVERWOOD ESTS,,HAZELWOOD,MO,,-,
13035162,S,10/29/2013 0:00,RESI,10828 Lacklink Rd,Unincorporated,Unincorporated,76,112,80000,3,1 (1 0),1211,0.5,89,MNRE01,1,1,0,-,10828 LACKLINK RD,,UNINCORPORATD,MO,63114,-,2008
13044676,S,10/15/2013 0:00,RESI,1210 Bardot Lane,Unincorporated,Unincorporated,76,26,105000,3,2 (2 0),1260,0.24,52,CBG 06,2,2,0,-,1210 BARDOT LN,,UNINCORPORATD,MO,,-,
13056551,S,11/15/2013 0:00,RESI,8 Laurelwood Ct,Unincorporated,Unincorporated,76,37,120000,2,2 (2 0),1392,0.21,59,CBG 03,2,2,0,-,8 LAURELWOOD CT,,UNINCORPORATD,MO,,-,
13026984,S,10/25/2013 0:00,RESI,11024 Wellsley Ct,Unincorporated,Unincorporated,151,38,350000,4,3 (2 1),2030,0.39,32,PRUA02,3,2,1,-,11024 WELLSLEY CT,,UNINCORPORATD,MO,,-,
13008540,S,12/13/2013 0:00,RESI,11664 Chieftain Dr,Unincorporated,Unincorporated,166,294,102000,4,3 (3 0),1868,0.16,48,RMXR04,3,3,0,-,11664 CHIEFTAIN DR,,UNINCORPORATD,MO,,-,
13023219,S,10/31/2013 0:00,RESI,12578 Fee Fee Rd,Unincorporated,Unincorporated,166,139,117000,4,2 (2 0),1900,0.27,57,MORE01,2,2,0,-,12578 FEE FEE RD,,UNINCORPORATD,MO,,-,
13028061,S,10/21/2013 0:00,RESI,1526 Papillon Dr,Unincorporated,Unincorporated,166,150,133000,4,2 (2 0),1977,0.27,56,CBG 31,2,2,0,-,1526 PAPILLON DR,,UNINCORPORATD,MO,,-,
13056223,S,12/6/2013 0:00,RESI,12424 Cape Cod,Unincorporated,Unincorporated,166,18,150000,3,2 (2 0),1717,0.23,55,MCAR03,2,2,0,-,12424 CAPE COD,,UNINCORPORATD,MO,,-,
13039618,S,11/22/2013 0:00,RESI,11819 Craig View Dr,Unincorporated,Unincorporated,166,132,155500,4,2 (2 0),1450,0.25,54,CBG 32,2,2,0,-,11819 CRAIG VIEW DR,,UNINCORPORATD,MO,,-,
13058921,S,12/5/2013 0:00,RESI,1735 Red Robin Ct,Unincorporated,Unincorporated,166,41,187500,3,3 (2 1),1469,0.34,48,KBOE01,3,2,1,-,1735 RED ROBIN CT,,UNINCORPORATD,MO,,-,
13053229,S,11/14/2013 0:00,RESI,11957 Moorland Manor Ct,Unincorporated,Unincorporated,166,1,351550,4,3 (3 0),2206,0.2,22,MADR01,3,3,0,-,11957 MOORLAND MANOR CT,,UNINCORPORATD,MO,,-,
13053931,S,12/26/2013 0:00,RESI,11475 Daykin Dr,Unincorporated,Unincorporated,166,6,485000,4,4 (3 1),2735,0.24,24,CBG 03,4,3,1,-,11475 DAYKIN DR,,UNINCORPORATD,MO,,-,
13030875,S,11/26/2013 0:00,RESI,466 Cheshire Farm Ct,Town And Country,Town and Country,167,144,575000,5,6 (5 1),4169,1,35,RMXS01,6,5,1,-,466 CHESHIRE FARM CT,,TWN AND CNTRY,MO,,-,
13030577,S,10/16/2013 0:00,RESI,340 Hampshire Hill Lane,Town And Country,Town and Country,167,236,958000,5,6 (4 2),4514,0.97,23,CBPR01,6,4,2,-,340 HAMPSHIRE HILL LN,,TWN AND CNTRY,MO,,-,
13058522,S,12/27/2013 0:00,RESI,1302 Weidmann Estates,Unincorporated,St Louis,168,65,266000,3,2 (2 0),1728,0.25,35,RMXR01,2,2,0,-,1302 WEIDMANN ESTS,,ST LOUIS,MO,,-,
13040719,S,11/14/2013 0:00,RESI,2078 South Mason Rd,Town And Country,Town and Country,168,40,465000,3,4 (3 1),2848,1.01,56,MCAR03,4,3,1,-,2078 S MASON RD,,TWN AND CNTRY,MO,63131,-,1619
13027402,S,10/9/2013 0:00,RESI,13309 Kings Glen Dr,Town And Country,Town and Country,168,77,641000,4,4 (3 1),2958,0.69,42,MCFE01,4,3,1,-,13309 KINGS GLEN DR,,TWN AND CNTRY,MO,63131,-,1022
13062824,S,12/27/2013 0:00,RESI,2325 Todforth,Town And Country,Town and Country,168,36,742000,6,5 (4 1),4196,1,37,MANN01,5,4,1,-,2325 TODFORTH,,TWN AND CNTRY,MO,,-,
13043138,S,12/30/2013 0:00,RESI,857 Durrow Dr,Town And Country,Town and Country,168,273,815000,7,7 (5 2),5517,1,37,CBG 11,7,5,2,-,857 DURROW DR,,TWN AND CNTRY,MO,,-,
13026935,S,10/31/2013 0:00,RESI,12303 Crystal View  Lane,Town And Country,Town and Country,168,128,1135000,5,6 (5 1),4468,1,21,PRUA02,6,5,1,-,12303 CRYSTAL VIEW LN,,TWN AND CNTRY,MO,63131,-,3108
13037569,S,10/4/2013 0:00,RESI,13049 Fairfield Oaks Rd,Town And Country,Town and Country,168,56,1440000,6,6 (5 1),5723,1.06,34,CBG 11,6,5,1,-,13049 FAIRFIELD OAKS RD,,TWN AND CNTRY,MO,,-,
13032448,S,12/6/2013 0:00,RESI,10 Brookwood Rd,Town And Country,Town and Country,168,107,2000000,5,6 (4 2),5100,2.5,0,CBG 11,6,4,2,-,10 BROOKWOOD RD,,TWN AND CNTRY,MO,,-,
13041693,S,12/13/2013 0:00,RESI,948 Masonridge Rd,Town And Country,Town and Country,168,144,2015000,6,8 (6 2),6202,1.03,17,CBG 03,8,6,2,-,948 MASONRIDGE RD,,TWN AND CNTRY,MO,,-,
13042589,S,12/31/2013 0:00,RESI,12837 Horton Lane,Town And Country,Town and Country,168,83,2200000,7,10 (7 3),9172,1.84,15,MANN01,10,7,3,-,12837 HORTON LN,,TWN AND CNTRY,MO,,-,
13016871,S,10/31/2013 0:00,RESI,314 Oakfield (Cont to show) Dr,Unincorporated,Ballwin,169,216,170000,4,3 (2 1),1300,0.28,43,RBRW01,3,2,1,-,314 OAKFIELD (CONT TO SHOW) DR,,BALLWIN,MO,,-,
13051654,S,11/12/2013 0:00,RESI,539 Elm Crossing Ct,Unincorporated,Unincorporated,169,26,219000,3,3 (2 1),1856,0.15,23,CBG 03,3,2,1,-,539 ELM CROSSING CT,,UNINCORPORATD,MO,63021,-,7479
13062842,S,12/27/2013 0:00,RESI,1526 Glenn Brooke Woods Cir,Valley Park,Unincorporated,169,22,220500,3,3 (2 1),1524,0.19,23,PRUA02,3,2,1,-,1526 GLENN BROOKE WOODS CIR,,UNINCORPORATD,MO,63021,-,8489
13045566,S,10/9/2013 0:00,RESI,1269 Red Oak Plantation,Unincorporated,Unincorporated,169,129,229240,3,2 (2 0),1782,0.21,28,CBG 03,2,2,0,-,1269 RED OAK PLANTATION,,UNINCORPORATD,MO,,-,
13041489,S,10/30/2013 0:00,RESI,632 Amberwood Lane,Unincorporated,Unincorporated,169,99,270000,4,3 (3 0),2335,0.25,34,CBG 15,3,3,0,-,632 AMBERWOOD LN,,UNINCORPORATD,MO,63021,-,5888
13043983,S,10/29/2013 0:00,RESI,522 Huntliegh Heights,Unincorporated,Ballwin,169,85,386000,4,3 (3 0),2928,0.31,35,WLBR,3,3,0,-,522 HUNTLIEGH HTS,,BALLWIN,MO,,-,
13044300,S,10/25/2013 0:00,RESI,2811 Barrett Pines Lane,Des Peres,Des Peres,169,0,405000,4,4 (3 1),2890,0.17,25,RDKY02,4,3,1,-,2811 BARRETT PINES LN,,DES PERES,MO,,-,
13031981,S,10/17/2013 0:00,RESI,4 A Lemp Rd,Kirkwood,Kirkwood,196,75,685000,3,3 (2 1),3498,5.56,33,RXSB01,3,2,1,-,4 A LEMP RD,,KIRKWOOD,MO,,-,
13057626,S,12/31/2013 0:00,RESI,1119 Summit Ave,Webster Groves,St Louis,256,157,133000,2,1 (1 0),1194,0.17,95,CBG 15,1,1,0,-,1119 SUMMIT AVE,,ST LOUIS,MO,,-,
13057989,S,10/30/2013 0:00,RESI,1445 1455 Forest View,Warson Woods,St Louis,256,13,190000,2,2 (1 1),1169,0.29,69,CBG 05,2,1,1,-,1445 1455 FOREST VW,,ST LOUIS,MO,,-,
13052851,S,10/25/2013 0:00,RESI,9518 Radio,Unincorporated,Unincorporated,271,1,99900,2,1 (1 0),1044,0.15,69,CBG 15,1,1,0,-,9518 RADIO,,UNINCORPORATD,MO,,-,
13041238,S,10/17/2013 0:00,RESI,6321 Lynbrook Dr,Unincorporated,Unincorporated,271,260,139450,3,2 (2 0),1260,0.2,65,RDKY02,2,2,0,-,6321 LYNBROOK DR,,UNINCORPORATD,MO,63123,-,1531
13052277,S,11/11/2013 0:00,RESI,4366 Schmittwoods,Unincorporated,Unincorporated,286,57,133000,3,2 (2 0),1416,0,53,SLAY01,2,2,0,-,4366 SCHMITTWOODS,,UNINCORPORATD,MO,,-,
13014627,S,12/17/2013 0:00,RESI,404 Wachtel,Unincorporated,Unincorporated,301,210,27000,2,1 (1 0),945,0.16,104,REGO01,1,1,0,-,404 WACHTEL,,UNINCORPORATD,MO,,-,
13061679,S,12/17/2013 0:00,RESI,10609 Twilight Dr,Unincorporated,Unincorporated,316,30,120000,3,2 (1 1),2036,0.6,63,PREM01,2,1,1,-,10609 TWILIGHT DR,,UNINCORPORATD,MO,,-,
13063455,S,11/20/2013 0:00,RESI,9906 Baywood Terr,Unincorporated,Unincorporated,316,0,290000,4,3 (2 1),2354,0.19,32,CRCA01,3,2,1,-,9906 BAYWOOD TER,,UNINCORPORATD,MO,,-,
13059680,S,11/27/2013 0:00,RESI,2941 Lourdes Dr,Unincorporated,Unincorporated,331,13,124900,3,3 (2 1),1220,0.22,60,KEND01,3,2,1,-,2941 LOURDES DR,,UNINCORPORATD,MO,,-,
13034262,S,10/9/2013 0:00,RESI,4100 Reavis Barracks Rd,Unincorporated,Unincorporated,331,113,235000,3,3 (2 1),2193,0.93,85,RDKY02,3,2,1,-,4100 REAVIS BARRACKS RD,,UNINCORPORATD,MO,,-,
13054662,S,12/20/2013 0:00,RESI,10420 Jade Forest Dr,Unincorporated,Unincorporated,331,86,320000,4,4 (3 1),3068,0.21,27,RDKY02,4,3,1,-,10420 JADE FOREST DR,,UNINCORPORATD,MO,63123,-,6257
14011427,S,4/9/2014 0:00,RESI,13016 Clayton Rd.,Town And Country,Town and Country,168,16,549000,4,4 (2 2),3513,1.18,41,MCAR01,4,2,2,-,13016 CLAYTON RD,,TWN AND CNTRY,MO,63131,-,1126
13061859,S,5/19/2014 0:00,RESI,13051 Thornhill Dr,Town And Country,Town and Country,168,194,550000,4,3 (3 0),2127,1,58,MCAR03,3,3,0,-,13051 THORNHILL DR,,TWN AND CNTRY,MO,63131,-,1716
14007276,S,4/25/2014 0:00,RESI,12885 Hickory Woods Dr,Town And Country,Town and Country,168,4,650000,5,4 (3 1),2426,1.3,34,CBG 11,4,3,1,-,12885 HICKORY WOODS DR,,TWN AND CNTRY,MO,63131,-,1828
13059377,S,4/30/2014 0:00,RESI,113 Hawthorne Estates,Town And Country,Town and Country,168,55,675000,5,5 (5 0),3908,1,69,PRUA02,5,5,0,-,113 HAWTHORNE ESTS,,TWN AND CNTRY,MO,,-,
13036593,S,6/12/2014 0:00,RESI,12725 Clayton Rd,Town And Country,Town and Country,168,54,695000,4,5 (4 1),4360,1.62,0,MRBA01,5,4,1,-,12725 CLAYTON RD,,TWN AND CNTRY,MO,63131,-,1105
14007538,S,4/18/2014 0:00,RESI,13209 Hawkshead Ct,Town And Country,Town and Country,168,66,715000,4,6 (4 2),4190,0.62,31,CBG 24,6,4,2,-,13209 HAWKSHEAD CT,,TWN AND CNTRY,MO,,-,
14027221,S,6/27/2014 0:00,RESI,13595 Kings Glen Dr,Town And Country,Town and Country,168,4,823743,4,5 (3 2),3839,1,41,CBG 11,5,3,2,-,13595 KINGS GLEN DR,,TWN AND CNTRY,MO,63131,-,1026
14008056,S,4/29/2014 0:00,RESI,12840 Topping Acres,Town And Country,Town and Country,168,32,835000,5,5 (4 1),4209,2.06,26,PRAD02,5,4,1,-,12840 TOPPING ACRES,,TWN AND CNTRY,MO,63131,-,1436
13057818,S,6/26/2014 0:00,RESI,12854 Hickory Woods Dr,Town And Country,Town and Country,168,139,850000,6,5 (4 1),4649,1.49,31,CBG 04,5,4,1,-,12854 HICKORY WOODS DR,,TWN AND CNTRY,MO,63131,-,1827
14029001,S,6/27/2014 0:00,RESI,1109 Wheaton Hill,Town And Country,Town and Country,168,19,1038800,5,5 (3 2),4632,1,30,CBG 11,5,3,2,-,1109 WHEATON HL,,TWN AND CNTRY,MO,,-,
14015669,S,6/30/2014 0:00,RESI,12949 Topping Estates Dr,Town And Country,Town and Country,168,68,1150000,5,5 (4 1),3869,1.29,61,MCAR01,5,4,1,-,12949 TOPPING ESTATES DR,,TWN AND CNTRY,MO,63131,-,1302
14003418,S,4/1/2014 0:00,RESI,12905 Huntbridge Forest Dr,Town And Country,Town and Country,168,4,1195000,5,8 (5 3),4862,1,20,CBG 11,8,5,3,-,12905 HUNTBRIDGE FOREST DR,,TWN AND CNTRY,MO,,-,
14016415,S,5/30/2014 0:00,RESI,18 Country Life Acres,Country Life Acres,Town and Country,168,60,1475000,4,7 (5 2),5574,1.75,46,MCAR03,7,5,2,-,18 COUNTRY LIFE ACRES,,TWN AND CNTRY,MO,63131,-,1403
14019558,S,5/23/2014 0:00,RESI,12970 Woodlark Lane,Town And Country,Town and Country,168,26,2100000,5,7 (5 2),6822,0.99,6,CBG 11,7,5,2,-,12970 WOODLARK LN,,TWN AND CNTRY,MO,,-,
14014854,S,6/6/2014 0:00,RESI,854 Ivy Trace,Unincorporated,Unincorporated,169,16,222000,4,4 (3 1),2552,0.17,32,ASBA01,4,3,1,-,854 IVY TRCE,,UNINCORPORATD,MO,63021,-,8421
14006705,S,5/7/2014 0:00,RESI,1201 West Essex Ave,Kirkwood,Kirkwood,196,49,135000,3,2 (1 1),1176,0.37,63,LIVL01,2,1,1,-,1201 W ESSEX AVE,,KIRKWOOD,MO,,-,
14020337,S,6/26/2014 0:00,RESI,915 Timberwood Crossing Ct,Hazelwood,Hazelwood,48,64,210000,3,3 (2 1),2242,0,20,CBPR02,3,2,1,-,915 TIMBERWOOD CROSSING CT,,HAZELWOOD,MO,63031,-,7518
14001505,S,5/20/2014 0:00,RESI,9832 Zenith Dr,Unincorporated,Unincorporated,271,98,96500,2,2 (2 0),1116,0.28,70,KEAT01,2,2,0,-,9832 ZENITH DR,,UNINCORPORATD,MO,63123,-,6402
14011953,S,6/24/2014 0:00,RESI,7152 Val Brook Lane,Unincorporated,Unincorporated,271,76,166000,3,2 (2 0),1200,0.22,63,MADA01,2,2,0,-,7152 VAL BROOK LN,,UNINCORPORATD,MO,63123,-,2306
